Species Name,C,O,N,S,MolWeight,Henry,"log10VpSIMPOL, 298K","log10VpSIMPOL, 400K",log10Vp_MC298K,log10Vp_MC400K,alkyl OH,aromatic OH,aldehyde,ketone,acid,ROOH,per acid,ester,alkyl ether,alicyclic ether,aromatic ether,peroxide,nitrate,nitro
BCALBCO,15,3,0,0,250.338,458715.5963,-8.232507008,-4.829148179,-7.650785929,-3.172568056,0,0,2,1,0,0,0,0,0,0,0,0,0,0
IPBZMUCOH,9,5,0,0,202.206,107066381.2,-9.290693867,-5.058139354,-7.068596046,-2.831039088,2,0,1,1,0,0,0,0,0,1,0,0,0,0
C9M2CO6OH,10,3,0,0,184.235,84033.61345,-6.568130924,-3.555184795,-5.576746674,-2.052841296,1,0,0,2,0,0,0,0,0,0,0,0,0,0
H3M3C5NO3,6,4,1,0,163.173,33444.81605,-5.779612085,-2.370975172,-4.348962449,-1.402821869,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C152OOH,15,6,0,0,302.367,1.84E+11,-11.67420203,-6.652032618,-9.918650684,-4.365669908,1,0,1,0,0,1,0,1,0,0,0,0,0,0
CO235C6CHO,7,4,0,0,156.137,8196721311,-5.258831395,-3.041734145,-5.446146799,-1.951120096,0,0,1,3,0,0,0,0,0,0,0,0,0,0
NPHENO,6,7,1,0,204.114,239234449.8,-6.324533128,-3.990123437,-6.636353098,-2.613330919,1,0,0,0,0,0,0,0,1,0,0,1,1,0
C3PAN2,3,6,1,0,149.058,9259.259259,-4.8241698,-2.061418089,-4.81828944,-1.62206577,0,0,1,0,0,0,0,1,1,0,0,0,1,0
C3PAN1,3,6,1,0,151.074,175131.3485,-5.687996793,-2.495088301,-4.824123879,-1.627900209,1,0,0,0,0,0,0,1,1,0,0,0,1,0
IPBZMUCO2,9,6,0,0,217.197,2.54E+13,-7.812450673,-4.1822446,-8.154712973,-3.398395545,1,0,1,1,0,0,0,0,1,1,0,0,0,0
NBUTOLBO,4,2,0,0,89.114,4347.826087,-2.03951578,0.229744241,-2.434771755,-0.30065057,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HO13C3CO3H,4,5,0,0,136.103,71942.44604,-6.652185831,-2.817822832,-6.201804626,-2.305905499,2,0,0,0,0,0,1,0,0,0,0,0,0,0
PE1ENEBO2,5,3,0,0,119.14,1290322.581,-3.169276039,-0.554435311,-3.821066746,-1.067326708,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C82OOH,8,4,0,0,176.212,1445086705,-7.114683626,-3.39551276,-5.757927964,-2.135430026,1,0,0,1,0,1,0,0,0,0,0,0,0,0
HEXBO2,6,2,0,0,117.168,35.58718861,-1.410444834,0.535729742,-3.190168167,-0.743070256,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M3HEXAOH,7,1,0,0,116.204,42.73504274,-3.313274153,-0.625119639,-2.952430228,-0.620461402,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C716OOH,7,5,0,0,174.152,37453183521,-6.76273192,-3.626982828,-6.57122095,-2.546324363,0,0,1,2,0,1,0,0,0,0,0,0,0,0
HMVKBO,4,3,0,0,103.097,2666.666667,-2.975977191,-0.720350666,-3.560548036,-0.904018514,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C83COOHOOH,8,6,0,0,204.178,22988505747,-9.370735374,-5.287057134,-7.94685381,-3.279539198,1,0,1,2,0,1,0,0,0,0,0,0,0,0
CH3NO3,1,3,1,0,77.039,5.050505051,-1.473264134,0.42891764,-1.673394787,0.117457503,0,0,0,0,0,0,0,0,1,0,0,0,1,0
EPXMC4DIAL,5,3,0,0,114.1,147275.405,-3.608643636,-1.159436049,-3.802294795,-1.048554756,0,0,2,0,0,0,0,0,0,1,0,0,0,0
MTBEBOH,5,2,0,0,104.149,13550.1355,-3.169276039,-0.554435311,-2.802199969,-0.52071009,1,0,0,0,0,0,0,0,1,0,0,0,0,0
HMVKANO3,4,5,1,0,149.102,36231.88406,-5.866901248,-2.751160825,-4.377295397,-1.397966872,1,0,0,1,0,0,0,0,1,0,0,0,1,0
CO2OH3MPAN,5,7,1,0,193.111,60975.60976,-7.473630453,-4.01509246,-6.294524497,-2.427742945,1,0,0,1,0,0,0,1,1,0,0,0,1,0
NC4IPDCO2,7,5,1,0,186.143,1718213058,-4.668991703,-1.741748571,-5.465564193,-1.998526167,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HOACETETO2,4,5,0,0,135.095,297619.0476,-3.926832996,-1.248457693,-6.198576204,-2.302677077,1,0,0,0,0,0,0,1,1,0,0,0,0,0
C151OH,15,5,0,0,286.368,2.04E+11,-13.36412075,-7.882592714,-9.073683637,-3.924555505,2,0,0,1,1,0,0,0,0,0,0,0,0,0
C151O2,15,6,0,0,301.359,8.06E+13,-11.88587755,-7.00669796,-9.917200459,-4.364219683,1,0,0,1,1,0,0,0,1,0,0,0,0,0
ISOPCO2,5,3,0,0,117.124,1243781.095,-3.277451614,-0.729446776,-3.813655046,-1.059915008,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NC4OHCO3,5,7,1,0,194.119,3125000000,-6.537169042,-3.064997554,-6.296785529,-2.430003978,1,0,0,0,0,0,0,1,1,0,0,0,1,0
C629OOH,6,5,0,0,162.141,5.18E+11,-7.585101714,-3.767052975,-6.387161089,-2.437504908,1,0,1,1,0,1,0,0,0,0,0,0,0,0
BPINBO2,10,3,0,0,185.243,1610305.958,-5.358637252,-2.853726151,-5.579116341,-2.055210963,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MIBKCOOHO2,6,5,0,0,161.133,199203187.3,-5.466784986,-2.739579751,-6.384452734,-2.434796553,1,0,0,2,0,0,0,0,1,0,0,0,0,0
H2M2C4CO2H,6,3,0,0,132.159,16077170.42,-6.400823357,-2.701280588,-4.119455894,-1.241146333,1,0,0,0,1,0,0,0,0,0,0,0,0,0
C134O,13,6,0,0,271.289,4.76E+11,-9.606636545,-6.135227023,-9.256491335,-4.005927669,1,0,0,4,0,0,0,0,0,0,0,0,0,0
C817CO3,9,5,0,0,201.198,680272108.8,-5.034094977,-2.699076033,-7.066425667,-2.828868709,0,0,0,2,0,0,0,1,0,0,0,0,0,0
MTBEBO2,5,3,0,0,119.14,5347.593583,-1.691032844,0.321459443,-3.821066746,-1.067326708,0,0,0,0,0,0,0,0,2,0,0,0,0,0
C917O,9,3,0,0,169.2,598802395.2,-3.874095426,-2.011604926,-5.181559509,-1.833784858,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ACPRONEOH,5,4,0,0,132.115,7692.307692,-4.582706397,-1.984282301,-4.980989057,-1.67900162,1,0,0,1,0,0,0,1,0,0,0,0,0,0
DMC,3,3,0,0,90.078,1.612903226,0.568487674,1.889818547,-3.387677886,-0.787320372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C920CO3H,10,5,0,0,216.233,2849002.849,-7.97489019,-4.39403172,-7.360347791,-2.993661475,1,0,0,1,0,0,1,0,0,0,0,0,0,0
LIMCOH,10,2,0,0,170.252,1733.102253,-6.900768961,-3.321620565,-4.885184706,-1.684457981,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IPRBQONE,9,2,0,0,150.177,296735.905,-4.090446577,-2.361627856,-4.42980803,-1.426193646,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MO2EOLB2OH,3,3,0,0,92.094,653594.7712,-4.503521119,-1.359645739,-3.397290487,-0.796932973,2,0,0,0,0,0,0,0,1,0,0,0,0,0
C7M3CO,8,3,0,0,154.165,14492753.62,-4.472002758,-2.560250769,-4.799272211,-1.619592773,0,0,0,3,0,0,0,0,0,0,0,0,0,0
DMM,3,2,0,0,76.095,19.76284585,-0.841860595,0.891368696,-2.125815272,-0.109879842,0,0,0,0,0,0,0,0,2,0,0,0,0,0
DMS,2,0,0,1,62.137,1.272264631,0.993073798,2.174773174,-0.147309432,0.939087087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6PAN20,6,6,1,0,193.155,74626.86567,-6.961755166,-3.349952181,-5.875140105,-2.214614085,1,0,0,0,0,0,0,1,1,0,0,0,1,0
C71O2,7,4,0,0,161.177,271002710,-4.954909699,-2.074439471,-5.459944037,-1.964917334,1,0,0,1,0,0,0,0,1,0,0,0,0,0
PXYFUOOH,5,5,0,0,148.114,305810397.6,-6.108750453,-2.861036885,-6.253855261,-2.350422359,1,0,0,0,0,1,0,1,0,0,0,0,0,0
C735OOA,7,4,0,0,158.153,NaN,-4.705498907,-2.082993801,-5.451718403,-1.9566917,0,0,2,1,0,0,0,0,0,0,0,0,0,0
MO2EOLBO,3,3,0,0,91.086,653594.7712,-2.32010379,0.015473941,-3.392510781,-0.792153267,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C735OOH,7,5,0,0,174.152,20576131687,-7.145860845,-3.618337389,-6.57122095,-2.546324363,0,0,2,1,0,1,0,0,0,0,0,0,0,0
ACPRONEO2,5,5,0,0,147.106,12936610.61,-3.104463202,-1.108387546,-6.250889537,-2.347456635,0,0,0,1,0,0,0,1,1,0,0,0,0,0
CATEC1O,6,2,0,0,109.104,17152658.66,-3.488818087,-1.214636532,-3.159199824,-0.712101912,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LIMCO2,10,3,0,0,185.243,684931.5068,-5.422525766,-2.445725811,-5.579116341,-2.055210963,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C8M2CO6OH,9,3,0,0,170.208,111856.8233,-6.1435448,-3.270230169,-5.184139119,-1.836364468,1,0,0,2,0,0,0,0,0,0,0,0,0,0
TM123BO,9,1,0,0,135.186,3773.584906,-2.647040332,-0.316567537,-3.875390868,-1.121921259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PETCATECH,9,2,0,0,152.193,10604453.87,-6.878112588,-3.822433287,-4.435599283,-1.431984899,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CO25C6CO2H,7,4,0,0,158.153,3039513678,-6.514914975,-3.511305346,-5.451718403,-1.9566917,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NDNT124LO,9,11,3,0,336.189,1.21E+14,-11.82102944,-7.595562675,-7.68610765,-3.253486598,1,0,0,0,0,0,0,0,1,0,0,1,1,2
PETLMUCO2H,9,4,0,0,184.191,161290322.6,-7.224579777,-3.902577566,-6.065466018,-2.301211488,0,0,0,1,1,0,0,0,0,1,0,0,0,0
C88PAN,9,7,1,0,245.187,18214936.25,-7.947162564,-5.021392095,-7.70596909,-3.196178608,0,0,0,2,0,0,0,1,1,0,0,0,1,0
BIACETO,4,3,0,0,101.081,32467.53247,-1.729021274,-0.295325892,-3.551971537,-0.895442016,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ACEC2CHO,5,3,0,0,116.116,4672.897196,-2.782417992,-0.600517182,-3.809901217,-1.056161179,0,0,1,0,0,0,0,1,0,0,0,0,0,0
C822PAN,9,6,1,0,231.204,1919.385797,-7.479862121,-3.946157312,-6.959849494,-2.804379036,0,0,1,0,0,0,0,1,1,0,0,0,1,0
C89NO3,8,4,1,0,187.195,2267.573696,-5.787100871,-2.798720115,-5.100461728,-1.814144161,0,0,1,0,0,0,0,0,1,0,0,0,1,0
C720OH,7,2,0,0,128.171,4048.582996,-5.627010588,-2.466756686,-3.590693368,-0.965827866,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C121OOH,12,3,0,0,216.321,17006.80272,-6.629610795,-3.160211586,-6.398857832,-2.505012874,0,0,0,1,0,1,0,0,0,0,0,0,0,0
BCALBOOH,15,4,0,0,268.353,3816793.893,-9.353278609,-5.4230423,-8.311965605,-3.523491687,0,0,1,1,0,1,0,0,0,0,0,0,0,0
C5MDICARB,6,2,0,0,112.128,42194.09283,-3.069498022,-1.031601171,-3.171073226,-0.723975315,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C720O2,7,3,0,0,143.162,1600000,-4.148767393,-1.590861931,-4.446486907,-1.424456519,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MCATECHOL,7,2,0,0,124.139,15527950.31,-6.028940339,-3.252524034,-3.576811838,-0.951946336,0,2,0,0,0,0,0,0,0,0,0,0,0,0
C1011CO3H,11,4,0,0,214.261,334448.1605,-6.216058986,-3.303866666,-6.771668945,-2.692473452,0,0,0,1,0,0,1,0,0,0,0,0,0,0
C617PAN,7,7,1,0,219.149,7812500,-7.458975709,-4.151331501,-6.991973644,-2.809273424,0,0,1,1,0,0,0,1,1,0,0,0,1,0
PENT1ENE,5,0,0,0,70.135,0.003703704,-0.38886015,1.14489783,-1.544193952,0.203180699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGAOOB,2,4,0,0,92.05,NaN,-2.766878475,-0.302019883,-4.86464961,-1.542705044,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LIMALACO,10,3,0,0,182.219,1517450.683,-5.704303931,-3.121514583,-5.571968194,-2.048062816,0,0,1,2,0,0,0,0,0,0,0,0,0,0
C8M2CO6O2,9,4,0,0,185.199,26595744.68,-4.665301605,-2.394335415,-6.067836249,-2.30358172,0,0,0,2,0,0,0,0,1,0,0,0,0,0
MOCOCH2OOH,3,4,0,0,106.077,8695.652174,-3.054017345,-0.62450205,-4.780823236,-1.530382024,0,0,0,0,0,1,0,1,0,0,0,0,0,0
HO1C5OOH,5,3,0,0,120.148,1290322.581,-4.904463842,-1.590553975,-3.824725696,-1.070985658,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NC623O,6,6,1,0,192.147,1317523057,-7.099202421,-3.31242464,-5.872867759,-2.212341738,1,0,1,0,0,0,0,0,1,0,0,0,1,0
LIMBOOH,10,3,0,0,186.251,806451.6129,-7.157713569,-3.481844474,-5.581473148,-2.05756777,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CH3SCH2O,2,1,0,1,77.128,34843.20557,0.993073798,2.174773174,-0.858504554,0.531428254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOC4CO3H,6,4,0,0,146.142,334448.1605,-4.454113758,-1.578942193,-5.195934197,-1.809807768,0,0,1,0,0,0,1,0,0,0,0,0,0,0
C733OOH,7,5,0,0,176.168,3.91E+11,-8.009687838,-4.052007602,-6.576219508,-2.551322921,1,0,1,1,0,1,0,0,0,0,0,0,0,0
C78O2,7,4,0,0,161.177,271002710,-4.954909699,-2.074439471,-5.459944037,-1.964917334,1,0,0,1,0,0,0,0,1,0,0,0,0,0
C815CO2OOH,8,4,0,0,172.18,22935779.82,-6.359032208,-3.136854013,-5.747875187,-2.125377249,0,0,1,1,0,1,0,0,0,0,0,0,0,0
MC3CODBCO3,5,4,0,0,129.091,1503759.398,-2.890593568,-0.775528647,-4.970932893,-1.668945456,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MC3CODBCO2,5,3,0,0,113.092,3816793.893,-1.708450486,0.203448362,-3.798441035,-1.044700996,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H2M3C4O,5,2,0,0,103.141,3267.973856,-2.464101904,-0.055210386,-2.797976203,-0.516486323,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C42O,4,6,1,0,164.093,543478.2609,-6.250030172,-2.742515387,-5.164404206,-1.8185201,1,0,1,0,0,0,0,0,1,0,0,0,1,0
C918CO3H,10,4,0,0,200.234,2463.054187,-7.08271584,-4.026948618,-6.412868402,-2.495633074,1,0,0,0,0,0,1,0,0,0,0,0,0,0
DM23BU2ENE,6,0,0,0,84.162,0.001694915,-0.813446275,0.859943203,-2.071475198,-0.103774503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETBEANO3,6,4,1,0,163.173,138.6962552,-4.30136889,-1.495080418,-4.348962449,-1.402821869,0,0,0,0,0,0,0,0,2,0,0,0,1,0
HO2C6OOH,6,3,0,0,134.175,970873.7864,-5.329049966,-1.875508601,-4.126030754,-1.247721193,1,0,0,0,0,1,0,0,0,0,0,0,0,0
C78OH,7,3,0,0,146.186,1138.952164,-6.433152894,-2.950334225,-4.455564933,-1.433534545,2,0,0,1,0,0,0,0,0,0,0,0,0,0
NOPINCO,9,2,0,0,153.201,518134.715,-2.981921075,-1.644521825,-4.438466205,-1.434851821,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DNPHEN,6,5,2,0,184.107,36231.88406,-7.711556022,-3.965211892,-3.577595361,-1.036503188,0,1,0,0,0,0,0,0,0,0,0,0,0,2
TM135BPNO3,9,6,1,0,231.204,3174603.175,-7.598291501,-4.844987316,-6.959849494,-2.804379036,1,0,0,0,0,0,0,0,1,0,0,1,1,0
MIBKAOH3CO,6,3,0,0,130.143,18450.1845,-4.761610852,-2.240354825,-4.112779964,-1.234470403,1,0,0,2,0,0,0,0,0,0,0,0,0,0
MXYBIPERO,8,4,0,0,171.172,366300.3663,-4.282781321,-2.52922253,-5.745325209,-2.12282727,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HO3C6O,6,2,0,0,117.168,2463.054187,-2.888688029,-0.340165012,-3.190168167,-0.743070256,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M33C4O2,6,2,0,0,117.168,35.58718861,-1.410444834,0.535729742,-3.190168167,-0.743070256,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MPRBNO3O2,4,5,1,0,150.11,23255.81395,-3.452196641,-0.925171165,-4.380221553,-1.400893028,0,0,0,0,0,0,0,0,2,0,0,0,1,0
C84O2,8,4,0,0,173.188,19569471.62,-4.132539906,-1.934369323,-5.750410281,-2.127912342,0,0,0,2,0,0,0,0,1,0,0,0,0,0
NC41OOA,4,6,1,0,165.101,NaN,-5.866901248,-2.751160825,-5.167063854,-1.821179749,1,0,0,1,0,0,0,0,1,0,0,0,1,0
PECO,5,1,0,0,87.142,75.18796992,-0.280684575,1.319909294,-1.99615334,-0.072917762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMKOHO,6,4,0,0,145.134,925.9259259,-4.761610852,-2.240354825,-5.192928315,-1.806801887,1,0,0,2,0,0,0,0,0,0,0,0,0,0
EOX2ETCHO,4,2,0,0,88.106,134.0482574,-1.880862921,0.164189527,-2.429831302,-0.295710117,0,0,1,0,0,0,0,0,1,0,0,0,0,0
C617CO2H,7,4,0,0,158.153,1672240803,-6.8980439,-3.502659908,-5.451718403,-1.9566917,0,0,1,1,1,0,0,0,0,0,0,0,0,0
CHCL2OOH,3,2,0,0,116.931,1182.033097,-1.022702015,0.924384211,-2.312388814,-0.296453384,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NDNCRESO2,7,12,3,0,324.134,9.90E+16,-11.67703132,-7.524878348,-7.792458739,-3.299748319,1,0,0,0,0,0,0,0,2,0,0,1,1,2
PXYLO,8,1,0,0,121.159,4166.666667,-2.222454207,-0.031612911,-3.397025942,-0.855370685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METACETNO3,3,5,1,0,135.075,2118.644068,-3.504579464,-1.119968621,-4.021784127,-1.19615909,0,0,0,0,0,0,0,1,1,0,0,0,1,0
PXYMUCO,8,5,0,0,187.171,142045454.5,-6.682690414,-3.398065047,-6.800951557,-2.678493697,1,0,1,1,0,0,0,0,0,1,0,0,0,0
DNPXYOL,8,5,2,0,212.161,29761.90476,-8.560728271,-4.535121145,-4.318115089,-1.443202912,0,1,0,0,0,0,0,0,0,0,0,0,0,2
TM124MUO2H,9,4,0,0,184.191,161290322.6,-7.224579777,-3.902577566,-6.065466018,-2.301211488,0,0,0,1,1,0,0,0,0,1,0,0,0,0
C5OCO3M,6,4,0,0,144.126,165562.9139,-2.961322447,-0.856589706,-5.189901484,-1.803775055,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PXY1OOH,8,2,0,0,138.166,325.732899,-4.662816145,-1.566956499,-4.002160335,-1.191015553,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CH3COCO3H,3,4,0,0,104.061,181159.4203,-0.367973738,0.939723641,-4.772490003,-1.522048791,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C9DCCO,9,3,0,0,166.176,130039011.7,-4.854843898,-3.544711637,-5.173727451,-1.8259528,0,0,0,3,0,0,0,0,0,0,0,0,0,0
C816O,8,2,0,0,141.19,152207.0015,-2.599079935,-0.660060956,-4.011563089,-1.200418306,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C512O,5,3,0,0,115.108,450450450.5,-2.536736323,-0.57163508,-3.806114659,-1.05237462,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C522CO3,6,4,0,0,143.118,714285.7143,-3.315179692,-1.060483273,-5.186853409,-1.80072698,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MIBKOHAOOH,6,4,0,0,148.158,359712230.2,-6.265511378,-2.825603507,-5.201884257,-1.815757828,1,0,0,1,0,1,0,0,0,0,0,0,0,0
C510OH,5,6,1,0,179.128,409836.0656,-8.858033626,-4.402589694,-5.518188537,-2.017072707,2,0,1,0,0,0,0,0,1,0,0,0,1,0
NEOPNO3,5,3,1,0,133.147,1.623376623,-3.171608631,-0.710900865,-3.202540536,-0.776659025,0,0,0,0,0,0,0,0,1,0,0,0,1,0
EBFUOOH,6,5,0,0,162.141,230414746.5,-6.533336578,-3.145991512,-6.387161089,-2.437504908,1,0,0,0,0,1,0,1,0,0,0,0,0,0
C41CO3H,5,4,0,0,132.115,806451.6129,-3.646398709,-1.302633005,-4.980989057,-1.67900162,0,0,0,1,0,0,1,0,0,0,0,0,0,0
OXYOLO2,8,6,0,0,203.17,3344481605,-7.171372784,-4.403567136,-7.944704445,-3.277389833,2,0,0,0,0,0,0,0,1,0,0,1,0,0
T123NCATO,9,8,1,0,262.194,20661157025,-11.18557107,-6.939704196,-8.461898076,-3.594745892,3,0,0,0,0,0,0,0,0,0,0,1,0,1
C1310O,13,5,0,0,257.306,3.38E+11,-10.41756321,-5.821069344,-8.347397953,-3.532525774,1,0,0,1,1,0,0,0,0,0,0,0,0,0
CO1H63O,6,3,0,0,131.151,3546099.291,-4.208278365,-1.28161448,-4.116130757,-1.237821195,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NCRESO,7,7,1,0,218.141,180505415.2,-6.749119253,-4.275078063,-6.98997145,-2.807271231,1,0,0,0,0,0,0,0,1,0,0,1,1,0
CHCL3OOH,5,2,0,0,165.403,2525.252525,-1.447288139,0.639429585,-3.003088247,-0.721598368,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BUTAL2NO3,4,4,1,0,133.103,3105.590062,-4.066612843,-1.367395707,-3.589421995,-0.973244373,0,0,1,0,0,0,0,0,1,0,0,0,1,0
EOX2OLBNO3,4,5,1,0,151.118,6666666.667,-5.635613971,-2.300290845,-4.383128126,-1.4037996,1,0,0,0,0,0,0,0,2,0,0,0,1,0
C6H5C2CO3H,8,3,0,0,152.149,8928.571429,-4.65170693,-1.704060304,-4.793555526,-1.613876088,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HOC2H4CO3H,3,4,0,0,106.077,14858841.01,-4.044182378,-1.157748526,-4.780823236,-1.530382024,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NC3OOA,3,5,1,0,135.075,NaN,-3.258897794,-1.091086519,-4.021784127,-1.19615909,0,0,0,1,0,0,0,0,1,0,0,0,1,0
BCLKET,14,3,0,0,238.327,7633587.786,-7.316616384,-4.377827527,-7.227155926,-2.946733151,0,0,1,2,0,0,0,0,0,0,0,0,0,0
C89CO2,9,3,0,0,169.2,819672.1311,-3.320762939,-1.052864582,-5.181559509,-1.833784858,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C89CO3,9,4,0,0,185.199,324675.3247,-4.50290602,-2.03184159,-6.067836249,-2.30358172,0,0,1,0,0,0,0,1,0,0,0,0,0,0
C1013O2,10,4,0,0,201.242,19230.76923,-4.313075943,-1.874571674,-6.415049204,-2.497813876,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C726CO3OH,7,3,0,0,142.154,232558.1395,-5.294372551,-2.700320916,-4.443418235,-1.421387846,1,0,0,2,0,0,0,0,0,0,0,0,0,0
M33C3CO2H,6,2,0,0,116.16,588.2352941,-4.217406028,-1.326160907,-3.186415754,-0.739317843,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCLOHCH2O2,3,3,0,0,111.504,8547008.547,-1.895517666,0.300428568,-3.480349598,-0.879992084,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TMBO2,9,2,0,0,151.185,1490.312966,-3.352214466,-0.815792463,-4.432713309,-1.429098925,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DNPHENO,6,9,2,0,249.111,2.45E+13,-9.839764337,-6.085008316,-6.665747056,-2.670813204,2,0,0,0,0,0,0,0,0,0,0,1,0,2
C6DCRBBOOH,6,4,0,0,144.126,2433090.024,-4.179160409,-1.762599096,-5.189901484,-1.803775055,0,0,0,1,0,0,1,0,0,0,0,0,0,0
M2BUOL2OH,5,2,0,0,104.149,3267.973856,-4.647519233,-1.430330066,-2.802199969,-0.52071009,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C63O,6,3,0,0,131.151,6451612.903,-3.82514944,-1.290259919,-4.116130757,-1.237821195,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C1210OOH,12,4,0,0,228.288,55555555.56,-7.971344661,-4.393166956,-7.143442234,-2.894990842,0,0,1,1,0,1,0,0,0,0,0,0,0,0
NPXYOLO,8,7,1,0,232.168,115074798.6,-7.173705377,-4.56003269,-7.347383177,-3.002254986,1,0,0,0,0,0,0,0,1,0,0,1,1,0
ACCOMECO3,5,6,0,0,161.089,1488095.238,-2.644970737,-0.638044723,-7.592234127,-3.048666256,0,0,0,0,0,0,0,2,0,0,0,0,0,0
C4CO2DCO3H,5,5,0,0,144.082,591715976.3,-5.07416462,-2.419093937,-6.241868879,-2.338435976,0,0,1,1,0,0,1,0,0,0,0,0,0,0
DIME35EB,10,0,0,0,134.222,0.104058273,-3.071626456,-0.601522163,-4.066582856,-1.217577986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBOOOA,4,3,0,0,104.105,NaN,-3.359106116,-0.711705227,-3.564773596,-0.908244074,1,0,1,0,0,0,0,0,0,0,0,0,0,0
BOX2COMOOH,7,5,0,0,176.168,6622516.556,-4.506680173,-1.735438454,-6.576219508,-2.551322921,0,0,0,1,0,1,0,0,0,0,0,0,0,0
C919OH,9,4,0,0,186.207,2.09E+11,-7.738088485,-4.028022734,-6.070193615,-2.305939086,1,0,2,1,0,0,0,0,0,0,0,0,0,0
NISOPO,5,4,1,0,146.122,42735.04274,-3.279784207,-0.88591233,-3.962027536,-1.182570773,0,0,0,0,0,0,0,0,1,0,0,0,1,0
PTNCATECH,9,4,1,0,197.19,2688172043,-8.989481556,-5.197720966,-5.473772884,-2.015009739,0,2,0,0,0,0,0,0,0,0,0,0,0,1
PTNCATECO,9,8,1,0,262.194,38461538462,-11.18557107,-6.939704196,-8.461898076,-3.594745892,3,0,0,0,0,0,0,0,0,0,0,1,0,1
M2BUOL2O2,5,3,0,0,119.14,1290322.581,-3.169276039,-0.554435311,-3.821066746,-1.067326708,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NC526O2,5,6,1,0,178.12,25252525.25,-5.196373102,-2.151575259,-5.515737746,-2.014621916,0,0,1,0,0,0,0,0,2,0,0,0,1,0
DMMBNO3,3,5,1,0,137.091,7352.941176,-3.732784652,-1.139441464,-4.028218095,-1.202593058,0,0,0,0,0,0,0,0,3,0,0,0,1,0
C84O,8,3,0,0,157.189,81967.21311,-3.427365771,-1.435144398,-4.807708574,-1.628029137,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MTCATEC1O,9,2,0,0,151.185,10604453.87,-4.76257646,-2.069500412,-4.432713309,-1.429098925,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C7M2CO5O2,8,4,0,0,171.172,35335689.05,-4.240715481,-2.109380788,-5.745325209,-2.12282727,0,0,0,2,0,0,0,0,1,0,0,0,0,0
